OrderID,Order Date,Ship Date,Ship Mode,CustomerID,LocationID
CA-2017-122644,11/12/2017 0:00,11/17/2017 0:00,Standard Class,SF-20965,48
CA-2017-122700,11/26/2017 0:00,11/30/2017 0:00,Standard Class,LT-17110,48
CA-2017-122798,12/28/2017 0:00,1/1/2018 0:00,Standard Class,SV-20935,10
CA-2017-122945,11/16/2017 0:00,11/22/2017 0:00,Standard Class,MB-18085,335
CA-2017-123001,9/2/2017 0:00,9/8/2017 0:00,Standard Class,AW-10840,358
CA-2017-123022,9/3/2017 0:00,9/8/2017 0:00,Standard Class,SC-20050,527
CA-2017-123036,9/10/2017 0:00,9/17/2017 0:00,Standard Class,HA-14905,202
CA-2017-123134,5/2/2017 0:00,5/7/2017 0:00,Standard Class,DW-13585,477
CA-2017-123351,9/21/2017 0:00,9/25/2017 0:00,Standard Class,KT-16480,126
CA-2017-123638,6/27/2017 0:00,7/4/2017 0:00,Standard Class,MA-17995,155
CA-2017-124086,2/10/2017 0:00,2/14/2017 0:00,Standard Class,MP-18175,529
CA-2017-124205,9/15/2017 0:00,9/19/2017 0:00,Standard Class,TC-21145,71
CA-2017-124296,12/24/2017 0:00,12/28/2017 0:00,Standard Class,CS-12355,221
CA-2017-124401,9/7/2017 0:00,9/12/2017 0:00,Standard Class,RD-19900,219
CA-2017-124597,4/30/2017 0:00,5/5/2017 0:00,Standard Class,AS-10630,469
CA-2017-124674,11/17/2017 0:00,11/23/2017 0:00,Standard Class,JB-16000,75
CA-2017-124716,3/27/2017 0:00,3/31/2017 0:00,Standard Class,BD-11560,196
CA-2017-124744,6/21/2017 0:00,6/25/2017 0:00,Standard Class,EH-14125,530
CA-2017-124765,11/25/2017 0:00,11/30/2017 0:00,Standard Class,HZ-14950,68
CA-2017-124898,9/11/2017 0:00,9/15/2017 0:00,Standard Class,DB-12910,126
CA-2017-124940,2/21/2017 0:00,2/26/2017 0:00,Standard Class,DK-13090,133
CA-2017-125388,10/19/2017 0:00,10/23/2017 0:00,Standard Class,MP-17965,57
CA-2017-125745,6/30/2017 0:00,7/4/2017 0:00,Standard Class,DV-13045,61
CA-2017-125752,7/31/2017 0:00,8/4/2017 0:00,Standard Class,EH-14125,68
CA-2017-126046,11/3/2017 0:00,11/7/2017 0:00,Standard Class,JC-16105,106
CA-2017-126074,10/2/2017 0:00,10/6/2017 0:00,Standard Class,RF-19735,140
CA-2017-126221,12/30/2017 0:00,1/5/2018 0:00,Standard Class,CC-12430,260
CA-2017-126354,2/3/2017 0:00,2/8/2017 0:00,Standard Class,SC-20380,428
CA-2017-126382,6/3/2017 0:00,6/7/2017 0:00,Standard Class,HK-14890,272
CA-2017-126718,4/29/2017 0:00,5/4/2017 0:00,Standard Class,KT-16480,117
CA-2017-126914,6/15/2017 0:00,6/19/2017 0:00,Standard Class,JE-15715,274
CA-2017-126928,9/17/2017 0:00,9/23/2017 0:00,Standard Class,GZ-14470,326
CA-2017-126956,8/21/2017 0:00,8/28/2017 0:00,Standard Class,GT-14710,115
CA-2017-127026,1/21/2017 0:00,1/27/2017 0:00,Standard Class,MH-18115,7
CA-2017-127117,4/14/2017 0:00,4/19/2017 0:00,Standard Class,HM-14860,326
CA-2017-127306,1/14/2017 0:00,1/18/2017 0:00,Standard Class,BH-11710,107
CA-2017-127432,1/22/2017 0:00,1/27/2017 0:00,Standard Class,AD-10180,80
CA-2017-127460,7/10/2017 0:00,7/14/2017 0:00,Standard Class,FG-14260,50
CA-2017-127516,12/28/2017 0:00,1/3/2018 0:00,Standard Class,EH-14005,212
CA-2017-127621,3/3/2017 0:00,3/7/2017 0:00,Standard Class,RE-19450,123
CA-2017-127656,7/11/2017 0:00,7/17/2017 0:00,Standard Class,NW-18400,532
CA-2017-127705,6/2/2017 0:00,6/6/2017 0:00,Standard Class,AB-10255,67
CA-2017-127712,8/31/2017 0:00,9/5/2017 0:00,Standard Class,MG-17890,161
CA-2017-127803,5/19/2017 0:00,5/23/2017 0:00,Standard Class,ND-18460,324
CA-2017-127922,10/27/2017 0:00,11/3/2017 0:00,Standard Class,SH-19975,123
CA-2017-127929,12/23/2017 0:00,12/27/2017 0:00,Standard Class,FM-14215,235
CA-2017-128076,2/2/2017 0:00,2/7/2017 0:00,Standard Class,BO-11350,43
CA-2017-128328,8/5/2017 0:00,8/9/2017 0:00,Standard Class,PO-18865,29
CA-2017-128335,9/29/2017 0:00,10/5/2017 0:00,Standard Class,JA-15970,35
CA-2017-128363,8/13/2017 0:00,8/18/2017 0:00,Standard Class,DC-12850,61
CA-2017-128475,8/26/2017 0:00,9/1/2017 0:00,Standard Class,SC-20680,126
CA-2017-128734,12/24/2017 0:00,12/31/2017 0:00,Standard Class,JL-15175,186
CA-2017-128755,5/4/2017 0:00,5/8/2017 0:00,Standard Class,MK-18160,12
CA-2017-128769,9/7/2017 0:00,9/12/2017 0:00,Standard Class,DM-12955,212
CA-2017-129490,9/26/2017 0:00,9/30/2017 0:00,Standard Class,SJ-20125,506
CA-2017-129581,12/11/2017 0:00,12/18/2017 0:00,Standard Class,KN-16390,296
CA-2017-129707,4/25/2017 0:00,4/29/2017 0:00,Standard Class,LH-16750,186
CA-2017-129833,12/9/2017 0:00,12/15/2017 0:00,Standard Class,HF-14995,29
CA-2017-129910,3/30/2017 0:00,4/3/2017 0:00,Standard Class,ME-17320,126
CA-2017-130302,9/14/2017 0:00,9/19/2017 0:00,Standard Class,CY-12745,202
CA-2017-130309,12/17/2017 0:00,12/21/2017 0:00,Standard Class,GB-14575,85
CA-2017-130386,11/12/2017 0:00,11/18/2017 0:00,Standard Class,NG-18430,189
CA-2017-130631,12/29/2017 0:00,1/2/2018 0:00,Standard Class,BS-11755,227
CA-2017-130771,7/29/2017 0:00,8/3/2017 0:00,Standard Class,LA-16780,189
CA-2017-130904,4/11/2017 0:00,4/16/2017 0:00,Standard Class,HM-14980,457
CA-2017-131212,12/5/2017 0:00,12/9/2017 0:00,Standard Class,AB-10165,188
CA-2017-131303,11/28/2017 0:00,12/2/2017 0:00,Standard Class,EP-13915,43
CA-2017-131366,11/24/2017 0:00,11/29/2017 0:00,Standard Class,SC-20440,184
CA-2017-131632,10/31/2017 0:00,11/4/2017 0:00,Standard Class,AH-10120,123
CA-2017-131807,10/5/2017 0:00,10/10/2017 0:00,Standard Class,GG-14650,387
CA-2017-132185,11/27/2017 0:00,12/2/2017 0:00,Standard Class,DB-13615,255
CA-2017-132290,3/10/2017 0:00,3/14/2017 0:00,Standard Class,MD-17350,123
CA-2017-132339,8/19/2017 0:00,8/23/2017 0:00,Standard Class,JB-15400,57
CA-2017-132346,11/7/2017 0:00,11/11/2017 0:00,Standard Class,PK-19075,32
CA-2017-132647,2/17/2017 0:00,2/23/2017 0:00,Standard Class,GH-14410,377
CA-2017-132934,6/20/2017 0:00,6/26/2017 0:00,Standard Class,JE-15475,19
CA-2017-132955,6/24/2017 0:00,6/28/2017 0:00,Standard Class,SC-20575,207
CA-2017-133004,8/31/2017 0:00,9/5/2017 0:00,Standard Class,AJ-10945,294
CA-2017-133333,9/18/2017 0:00,9/22/2017 0:00,Standard Class,BF-11020,193
CA-2017-133501,8/27/2017 0:00,9/1/2017 0:00,Standard Class,DK-12895,272
CA-2017-133641,5/14/2017 0:00,5/21/2017 0:00,Standard Class,EJ-14155,417
CA-2017-133648,6/25/2017 0:00,7/2/2017 0:00,Standard Class,ML-17755,137
CA-2017-133928,6/11/2017 0:00,6/17/2017 0:00,Standard Class,ZC-21910,538
CA-2017-134096,9/24/2017 0:00,9/29/2017 0:00,Standard Class,PP-18955,69
CA-2017-134194,12/25/2017 0:00,1/1/2018 0:00,Standard Class,GA-14725,123
CA-2017-134285,12/7/2017 0:00,12/12/2017 0:00,Standard Class,DS-13180,78
CA-2017-134306,7/8/2017 0:00,7/12/2017 0:00,Standard Class,TD-20995,151
CA-2017-134796,6/25/2017 0:00,7/1/2017 0:00,Standard Class,FM-14380,306
CA-2017-134845,4/17/2017 0:00,4/23/2017 0:00,Standard Class,SR-20425,200
CA-2017-134880,10/27/2017 0:00,11/1/2017 0:00,Standard Class,TW-21025,15
CA-2017-135076,4/13/2017 0:00,4/17/2017 0:00,Standard Class,YS-21880,494
CA-2017-135111,12/28/2017 0:00,1/2/2018 0:00,Standard Class,CS-12400,515
CA-2017-135419,11/3/2017 0:00,11/9/2017 0:00,Standard Class,BG-11740,358
CA-2017-135587,12/7/2017 0:00,12/12/2017 0:00,Standard Class,BH-11710,395
CA-2017-135650,3/23/2017 0:00,3/27/2017 0:00,Standard Class,AC-10660,34
CA-2017-135692,4/27/2017 0:00,5/1/2017 0:00,Standard Class,CV-12805,38
CA-2017-135860,12/1/2017 0:00,12/7/2017 0:00,Standard Class,JH-15985,541
CA-2017-135909,10/13/2017 0:00,10/20/2017 0:00,Standard Class,JW-15220,24
CA-2017-135937,2/20/2017 0:00,2/27/2017 0:00,Standard Class,KM-16375,51
CA-2017-136063,12/15/2017 0:00,12/19/2017 0:00,Standard Class,SS-20140,542
CA-2017-136238,12/26/2017 0:00,1/1/2018 0:00,Standard Class,KB-16240,94
CA-2017-136497,4/16/2017 0:00,4/20/2017 0:00,Standard Class,RF-19840,48
CA-2017-136539,12/28/2017 0:00,1/1/2018 0:00,Standard Class,GH-14665,409
CA-2017-136609,8/6/2017 0:00,8/11/2017 0:00,Standard Class,TB-21355,168
CA-2017-136623,7/11/2017 0:00,7/16/2017 0:00,Standard Class,TS-21430,43
CA-2017-136672,3/7/2017 0:00,3/12/2017 0:00,Standard Class,MG-17890,232
CA-2017-136826,6/16/2017 0:00,6/20/2017 0:00,Standard Class,CB-12535,543
CA-2017-136882,5/27/2017 0:00,6/3/2017 0:00,Standard Class,DN-13690,112
CA-2017-137022,11/16/2017 0:00,11/22/2017 0:00,Standard Class,SW-20275,43
CA-2017-137421,10/6/2017 0:00,10/11/2017 0:00,Standard Class,AJ-10945,186
CA-2017-137582,9/4/2017 0:00,9/8/2017 0:00,Standard Class,CV-12805,91
CA-2017-137596,9/2/2017 0:00,9/7/2017 0:00,Standard Class,BE-11335,7
CA-2017-137631,4/28/2017 0:00,5/2/2017 0:00,Standard Class,JL-15235,545
CA-2017-137918,9/29/2017 0:00,10/6/2017 0:00,Standard Class,JK-15730,203
CA-2017-138310,6/26/2017 0:00,6/30/2017 0:00,Standard Class,NP-18700,143
CA-2017-138380,12/21/2017 0:00,12/25/2017 0:00,Standard Class,YS-21880,91
CA-2017-138548,8/15/2017 0:00,8/21/2017 0:00,Standard Class,JG-15160,58
CA-2017-138618,12/1/2017 0:00,12/8/2017 0:00,Standard Class,MY-17380,78
CA-2017-138975,5/19/2017 0:00,5/23/2017 0:00,Standard Class,SC-20380,106
CA-2017-139199,12/9/2017 0:00,12/13/2017 0:00,Standard Class,DK-12835,176
CA-2017-139402,12/9/2017 0:00,12/13/2017 0:00,Standard Class,NC-18535,139
CA-2017-139444,9/9/2017 0:00,9/15/2017 0:00,Standard Class,GK-14620,185
CA-2017-139493,9/13/2017 0:00,9/19/2017 0:00,Standard Class,SG-20605,255
CA-2017-139619,9/19/2017 0:00,9/23/2017 0:00,Standard Class,ES-14080,547
CA-2017-139661,10/30/2017 0:00,11/3/2017 0:00,Standard Class,JW-15220,484
CA-2017-139787,9/19/2017 0:00,9/23/2017 0:00,Standard Class,JP-16135,126
CA-2017-139822,9/15/2017 0:00,9/21/2017 0:00,Standard Class,Dp-13240,459
CA-2017-139913,10/23/2017 0:00,10/29/2017 0:00,Standard Class,JC-16105,92
CA-2017-139948,7/17/2017 0:00,7/22/2017 0:00,Standard Class,SW-20455,165
CA-2017-140053,7/3/2017 0:00,7/10/2017 0:00,Standard Class,CA-12265,371
CA-2017-140298,5/11/2017 0:00,5/17/2017 0:00,Standard Class,JK-16120,189
CA-2017-140480,7/8/2017 0:00,7/12/2017 0:00,Standard Class,HE-14800,32
CA-2017-140627,12/23/2017 0:00,12/27/2017 0:00,Standard Class,DK-12985,437
CA-2017-140781,8/3/2017 0:00,8/7/2017 0:00,Standard Class,AB-10105,315
CA-2017-140872,6/3/2017 0:00,6/10/2017 0:00,Standard Class,NR-18550,428
CA-2017-141103,7/30/2017 0:00,8/6/2017 0:00,Standard Class,JF-15355,116
CA-2017-141117,10/2/2017 0:00,10/8/2017 0:00,Standard Class,JK-16090,137
CA-2017-141138,11/10/2017 0:00,11/16/2017 0:00,Standard Class,GH-14425,516
CA-2017-141439,11/26/2017 0:00,12/1/2017 0:00,Standard Class,TT-21460,72
CA-2017-141614,6/5/2017 0:00,6/9/2017 0:00,Standard Class,NS-18640,216
CA-2017-141733,5/7/2017 0:00,5/11/2017 0:00,Standard Class,RW-19540,176
CA-2017-141782,1/21/2017 0:00,1/25/2017 0:00,Standard Class,BE-11410,50
CA-2017-141992,6/19/2017 0:00,6/25/2017 0:00,Standard Class,FO-14305,123
CA-2017-142034,9/24/2017 0:00,9/28/2017 0:00,Standard Class,KB-16240,548
CA-2017-142090,11/30/2017 0:00,12/7/2017 0:00,Standard Class,SC-20380,457
CA-2017-142125,10/21/2017 0:00,10/27/2017 0:00,Standard Class,JB-15400,152
CA-2017-142643,10/15/2017 0:00,10/20/2017 0:00,Standard Class,DL-13495,369
CA-2017-142888,11/21/2017 0:00,11/25/2017 0:00,Standard Class,BP-11230,275
CA-2017-143063,8/10/2017 0:00,8/15/2017 0:00,Standard Class,IL-15100,260
CA-2017-143217,11/11/2017 0:00,11/17/2017 0:00,Standard Class,CG-12040,152
CA-2017-143245,12/1/2017 0:00,12/6/2017 0:00,Standard Class,AD-10180,145
CA-2017-143252,12/18/2017 0:00,12/24/2017 0:00,Standard Class,HE-14800,152
CA-2017-143329,11/3/2017 0:00,11/8/2017 0:00,Standard Class,DL-13330,343
CA-2017-143378,9/19/2017 0:00,9/25/2017 0:00,Standard Class,JR-16210,137
CA-2017-143434,11/18/2017 0:00,11/24/2017 0:00,Standard Class,ME-17320,541
CA-2017-143455,11/11/2017 0:00,11/18/2017 0:00,Standard Class,ML-17755,202
CA-2017-143861,6/12/2017 0:00,6/19/2017 0:00,Standard Class,LC-16885,55
CA-2017-144113,9/16/2017 0:00,9/20/2017 0:00,Standard Class,JF-15355,189
CA-2017-144365,10/24/2017 0:00,10/30/2017 0:00,Standard Class,CS-11950,238
CA-2017-144568,5/29/2017 0:00,6/2/2017 0:00,Standard Class,JO-15550,73
CA-2017-144638,3/10/2017 0:00,3/14/2017 0:00,Standard Class,MH-18115,234
CA-2017-144827,12/21/2017 0:00,12/27/2017 0:00,Standard Class,SE-20110,305
CA-2017-144883,8/15/2017 0:00,8/19/2017 0:00,Standard Class,BO-11350,325
CA-2017-145128,7/9/2017 0:00,7/14/2017 0:00,Standard Class,SM-20320,214
CA-2017-145233,12/1/2017 0:00,12/5/2017 0:00,Standard Class,DV-13465,143
CA-2017-145275,4/2/2017 0:00,4/6/2017 0:00,Standard Class,AH-10465,206
CA-2017-145429,7/21/2017 0:00,7/25/2017 0:00,Standard Class,SW-20455,43
CA-2017-145506,6/3/2017 0:00,6/7/2017 0:00,Standard Class,MO-17800,275
CA-2017-145737,9/15/2017 0:00,9/20/2017 0:00,Standard Class,AB-10165,307
CA-2017-145765,5/28/2017 0:00,6/2/2017 0:00,Standard Class,CM-11815,139
CA-2017-145779,5/6/2017 0:00,5/10/2017 0:00,Standard Class,DB-13615,136
CA-2017-146024,3/2/2017 0:00,3/8/2017 0:00,Standard Class,SC-20770,123
CA-2017-146136,9/3/2017 0:00,9/7/2017 0:00,Standard Class,AP-10915,31
CA-2017-146164,12/22/2017 0:00,12/26/2017 0:00,Standard Class,CM-12190,284
CA-2017-146192,4/22/2017 0:00,4/26/2017 0:00,Standard Class,BD-11725,126
CA-2017-146367,8/4/2017 0:00,8/8/2017 0:00,Standard Class,HM-14860,133
CA-2017-146493,6/1/2017 0:00,6/5/2017 0:00,Standard Class,CV-12805,463
CA-2017-146535,11/24/2017 0:00,11/30/2017 0:00,Standard Class,FM-14290,23
CA-2017-146626,12/29/2017 0:00,1/5/2018 0:00,Standard Class,BP-11185,204
CA-2017-146724,11/20/2017 0:00,11/27/2017 0:00,Standard Class,HG-15025,115
CA-2017-146983,9/2/2017 0:00,9/6/2017 0:00,Standard Class,AH-10210,163
CA-2017-147032,7/31/2017 0:00,8/4/2017 0:00,Standard Class,LB-16795,355
CA-2017-147039,6/29/2017 0:00,7/4/2017 0:00,Standard Class,AA-10315,109
CA-2017-147228,9/9/2017 0:00,9/14/2017 0:00,Standard Class,SO-20335,180
CA-2017-147277,10/20/2017 0:00,10/24/2017 0:00,Standard Class,EB-13705,82
CA-2017-147291,3/11/2017 0:00,3/17/2017 0:00,Standard Class,MJ-17740,176
CA-2017-147333,12/14/2017 0:00,12/20/2017 0:00,Standard Class,KL-16555,98
CA-2017-147361,9/9/2017 0:00,9/15/2017 0:00,Standard Class,SB-20290,345
CA-2017-147410,9/4/2017 0:00,9/8/2017 0:00,Standard Class,EJ-14155,382
CA-2017-148138,9/29/2017 0:00,10/3/2017 0:00,Standard Class,ME-18010,268
CA-2017-148166,10/21/2017 0:00,10/26/2017 0:00,Standard Class,NK-18490,108
CA-2017-148355,12/24/2017 0:00,12/28/2017 0:00,Standard Class,NC-18535,296
CA-2017-148404,10/7/2017 0:00,10/11/2017 0:00,Standard Class,Dp-13240,27
CA-2017-148474,6/12/2017 0:00,6/19/2017 0:00,Standard Class,ME-17320,126
CA-2017-148642,3/6/2017 0:00,3/12/2017 0:00,Standard Class,DW-13540,123
CA-2017-148810,6/26/2017 0:00,7/1/2017 0:00,Standard Class,DR-12880,22
CA-2017-148999,1/30/2017 0:00,2/4/2017 0:00,Standard Class,EB-13870,22
CA-2017-149048,5/13/2017 0:00,5/17/2017 0:00,Standard Class,BM-11650,260
CA-2017-149181,5/8/2017 0:00,5/12/2017 0:00,Standard Class,MD-17350,48
CA-2017-149853,10/3/2017 0:00,10/9/2017 0:00,Standard Class,PO-18850,191
CA-2017-150091,10/12/2017 0:00,10/16/2017 0:00,Standard Class,NP-18670,71
CA-2017-150420,6/3/2017 0:00,6/8/2017 0:00,Standard Class,GD-14590,528
CA-2017-150497,7/20/2017 0:00,7/24/2017 0:00,Standard Class,SM-20950,556
CA-2017-150504,11/6/2017 0:00,11/12/2017 0:00,Standard Class,HG-14845,123
CA-2017-150525,2/20/2017 0:00,2/25/2017 0:00,Standard Class,JP-16135,551
CA-2017-150623,4/10/2017 0:00,4/14/2017 0:00,Standard Class,DB-13360,459
CA-2017-150707,10/14/2017 0:00,10/19/2017 0:00,Standard Class,EL-13735,261
CA-2017-150910,12/22/2017 0:00,12/28/2017 0:00,Standard Class,JL-15130,396
CA-2017-150931,1/6/2017 0:00,1/13/2017 0:00,Standard Class,DP-13390,500
CA-2017-151176,2/13/2017 0:00,2/20/2017 0:00,Standard Class,SV-20785,116
CA-2017-151190,6/27/2017 0:00,7/1/2017 0:00,Standard Class,GT-14710,73
CA-2017-151211,8/17/2017 0:00,8/23/2017 0:00,Standard Class,AH-10120,247
CA-2017-151428,9/21/2017 0:00,9/26/2017 0:00,Standard Class,RH-19495,284
CA-2017-151750,1/1/2017 0:00,1/5/2017 0:00,Standard Class,JM-15250,34
CA-2017-151799,12/14/2017 0:00,12/18/2017 0:00,Standard Class,BF-11170,57
CA-2017-151855,5/27/2017 0:00,6/3/2017 0:00,Standard Class,BW-11110,350
CA-2017-151981,8/6/2017 0:00,8/12/2017 0:00,Standard Class,GM-14455,347
CA-2017-152226,5/12/2017 0:00,5/16/2017 0:00,Standard Class,JH-15910,104
CA-2017-152261,3/2/2017 0:00,3/6/2017 0:00,Standard Class,JA-15970,304
CA-2017-152275,10/1/2017 0:00,10/8/2017 0:00,Standard Class,KH-16630,78
CA-2017-152485,9/4/2017 0:00,9/8/2017 0:00,Standard Class,JD-15790,280
CA-2017-152702,10/12/2017 0:00,10/16/2017 0:00,Standard Class,SN-20710,359
CA-2017-152709,10/7/2017 0:00,10/12/2017 0:00,Standard Class,DB-13210,176
CA-2017-152786,3/12/2017 0:00,3/17/2017 0:00,Standard Class,GA-14725,557
CA-2017-152933,10/12/2017 0:00,10/16/2017 0:00,Standard Class,MG-17650,123
CA-2017-152961,1/15/2017 0:00,1/19/2017 0:00,Standard Class,SC-20095,328
CA-2017-152968,5/26/2017 0:00,5/30/2017 0:00,Standard Class,BM-11785,174
CA-2017-153822,9/19/2017 0:00,9/25/2017 0:00,Standard Class,AB-10105,139
CA-2017-153871,12/11/2017 0:00,12/17/2017 0:00,Standard Class,RB-19435,58
CA-2017-154011,6/19/2017 0:00,6/26/2017 0:00,Standard Class,DB-13270,123
CA-2017-154088,11/12/2017 0:00,11/17/2017 0:00,Standard Class,LB-16735,295
CA-2017-154116,12/15/2017 0:00,12/19/2017 0:00,Standard Class,KM-16660,519
CA-2017-154123,11/20/2017 0:00,11/25/2017 0:00,Standard Class,SC-20050,163
CA-2017-154809,2/13/2017 0:00,2/17/2017 0:00,Standard Class,MH-17455,109
CA-2017-154816,11/6/2017 0:00,11/10/2017 0:00,Standard Class,VB-21745,23
CA-2017-154907,3/31/2017 0:00,4/4/2017 0:00,Standard Class,DS-13180,302
CA-2017-154949,10/15/2017 0:00,10/19/2017 0:00,Standard Class,MC-17275,266
CA-2017-155089,12/2/2017 0:00,12/6/2017 0:00,Standard Class,DB-12910,165
CA-2017-155362,12/17/2017 0:00,12/21/2017 0:00,Standard Class,DP-13105,217
CA-2017-155376,12/22/2017 0:00,12/27/2017 0:00,Standard Class,SG-20080,505
CA-2017-155558,10/26/2017 0:00,11/2/2017 0:00,Standard Class,PG-18895,284
CA-2017-155621,11/8/2017 0:00,11/13/2017 0:00,Standard Class,KN-16450,116
CA-2017-155824,3/10/2017 0:00,3/15/2017 0:00,Standard Class,KS-16300,240
CA-2017-155873,6/16/2017 0:00,6/21/2017 0:00,Standard Class,AB-10255,458
CA-2017-155880,3/25/2017 0:00,3/31/2017 0:00,Standard Class,JD-16150,152
CA-2017-155929,9/9/2017 0:00,9/13/2017 0:00,Standard Class,AI-10855,4
CA-2017-155957,11/26/2017 0:00,11/30/2017 0:00,Standard Class,CC-12610,48
CA-2017-156272,3/21/2017 0:00,3/27/2017 0:00,Standard Class,PW-19030,510
CA-2017-156664,12/18/2017 0:00,12/23/2017 0:00,Standard Class,BP-11290,48
CA-2017-156720,12/30/2017 0:00,1/3/2018 0:00,Standard Class,JM-15580,536
CA-2017-156776,8/7/2017 0:00,8/11/2017 0:00,Standard Class,JL-15505,522
CA-2017-157091,6/26/2017 0:00,7/1/2017 0:00,Standard Class,DB-13405,478
CA-2017-157196,11/5/2017 0:00,11/9/2017 0:00,Standard Class,AA-10645,43
CA-2017-157469,12/2/2017 0:00,12/7/2017 0:00,Standard Class,ES-14080,135
CA-2017-157483,11/11/2017 0:00,11/18/2017 0:00,Standard Class,EP-13915,176
CA-2017-157854,4/8/2017 0:00,4/15/2017 0:00,Standard Class,DM-13345,11
CA-2017-157903,4/4/2017 0:00,4/8/2017 0:00,Standard Class,AM-10705,252
CA-2017-158036,9/8/2017 0:00,9/14/2017 0:00,Standard Class,DB-13555,399
CA-2017-158106,6/4/2017 0:00,6/10/2017 0:00,Standard Class,CT-11995,559
CA-2017-158120,11/17/2017 0:00,11/21/2017 0:00,Standard Class,KH-16330,560
CA-2017-158344,8/7/2017 0:00,8/11/2017 0:00,Standard Class,CC-12475,208
CA-2017-158386,10/16/2017 0:00,10/21/2017 0:00,Standard Class,BO-11425,23
CA-2017-158407,6/4/2017 0:00,6/10/2017 0:00,Standard Class,LW-16990,274
CA-2017-158673,12/29/2017 0:00,1/4/2018 0:00,Standard Class,KB-16600,448
CA-2017-158743,10/20/2017 0:00,10/27/2017 0:00,Standard Class,IG-15085,84
CA-2017-158953,6/4/2017 0:00,6/8/2017 0:00,Standard Class,ML-18040,561
CA-2017-159100,10/16/2017 0:00,10/21/2017 0:00,Standard Class,VP-21760,180
CA-2017-159135,11/4/2017 0:00,11/8/2017 0:00,Standard Class,KM-16375,562
CA-2017-159282,10/16/2017 0:00,10/21/2017 0:00,Standard Class,GH-14410,414
CA-2017-159352,3/12/2017 0:00,3/17/2017 0:00,Standard Class,KB-16585,151
CA-2017-159506,11/27/2017 0:00,12/2/2017 0:00,Standard Class,JR-16210,260
CA-2017-159597,11/9/2017 0:00,11/14/2017 0:00,Standard Class,MC-17590,563
CA-2017-159667,11/9/2017 0:00,11/13/2017 0:00,Standard Class,PM-19135,3
CA-2017-159884,8/31/2017 0:00,9/5/2017 0:00,Standard Class,JF-15490,66
CA-2017-159954,9/10/2017 0:00,9/14/2017 0:00,Standard Class,SS-20410,106
CA-2017-160017,9/28/2017 0:00,10/2/2017 0:00,Standard Class,SP-20860,3
CA-2017-160087,3/18/2017 0:00,3/22/2017 0:00,Standard Class,EN-13780,123
CA-2017-160395,12/31/2016 0:00,1/6/2017 0:00,Standard Class,KL-16555,564
CA-2017-160423,1/21/2017 0:00,1/26/2017 0:00,Standard Class,PS-19045,27
CA-2017-160514,11/12/2017 0:00,11/16/2017 0:00,Standard Class,DB-13120,74
CA-2017-160633,11/16/2017 0:00,11/21/2017 0:00,Standard Class,BS-11380,52
CA-2017-160661,10/28/2017 0:00,11/1/2017 0:00,Standard Class,SA-20830,225
CA-2017-160724,5/5/2017 0:00,5/10/2017 0:00,Standard Class,YS-21880,126
CA-2017-160885,12/2/2017 0:00,12/6/2017 0:00,Standard Class,JK-16090,73
CA-2017-161088,5/25/2017 0:00,5/29/2017 0:00,Standard Class,MH-18115,126
CA-2017-161130,11/3/2017 0:00,11/8/2017 0:00,Standard Class,BF-11275,22
CA-2017-161340,5/28/2017 0:00,6/1/2017 0:00,Standard Class,AM-10360,33
CA-2017-161557,9/3/2017 0:00,9/8/2017 0:00,Standard Class,AG-10900,123
CA-2017-161592,4/6/2017 0:00,4/10/2017 0:00,Standard Class,CS-12175,446
CA-2017-161893,1/23/2017 0:00,1/27/2017 0:00,Standard Class,HP-14815,136
CA-2017-161970,9/22/2017 0:00,9/27/2017 0:00,Standard Class,PB-19105,276
CA-2017-161984,4/10/2017 0:00,4/15/2017 0:00,Standard Class,SJ-20125,565
CA-2017-162033,3/26/2017 0:00,4/2/2017 0:00,Standard Class,EM-14200,111
CA-2017-162173,10/26/2017 0:00,11/1/2017 0:00,Standard Class,OT-18730,111
CA-2017-162481,9/25/2017 0:00,9/29/2017 0:00,Standard Class,CT-11995,284
CA-2017-162691,8/1/2017 0:00,8/7/2017 0:00,Standard Class,AS-10045,189
CA-2017-162880,12/25/2017 0:00,12/29/2017 0:00,Standard Class,GD-14590,567
CA-2017-162936,8/18/2017 0:00,8/22/2017 0:00,Standard Class,CM-12160,296
CA-2017-163097,8/27/2017 0:00,8/31/2017 0:00,Standard Class,SF-20200,15
CA-2017-163265,2/16/2017 0:00,2/21/2017 0:00,Standard Class,JS-16030,224
CA-2017-163629,11/17/2017 0:00,11/21/2017 0:00,Standard Class,RA-19885,49
CA-2017-163671,12/24/2017 0:00,12/30/2017 0:00,Standard Class,DP-13105,568
CA-2017-163818,10/4/2017 0:00,10/8/2017 0:00,Standard Class,PS-18970,232
CA-2017-163860,12/28/2017 0:00,1/1/2018 0:00,Standard Class,LO-17170,317
CA-2017-164112,6/30/2017 0:00,7/4/2017 0:00,Standard Class,ND-18460,35
CA-2017-164168,11/12/2017 0:00,11/18/2017 0:00,Standard Class,LS-16975,123
CA-2017-164756,9/18/2017 0:00,9/22/2017 0:00,Standard Class,SS-20140,126
CA-2017-164917,12/2/2017 0:00,12/7/2017 0:00,Standard Class,MK-17905,22
CA-2017-165029,11/26/2017 0:00,11/30/2017 0:00,Standard Class,AH-10075,106
CA-2017-165687,11/17/2017 0:00,11/23/2017 0:00,Standard Class,CS-12355,489
